# FB-HPS. Lambda_i from Table S7 in Dannenhoffer-Lafage and Best (2021) JPC-B, 2021. https://doi.org/10.1021/acs.jpcb.0c11479
MET	0.64648
GLU	0.42621
SER	0.11195
ASN	0.78447 
GLN	0.29516
GLY	1.24153 
ALA	0.51507 
ILE	0.83907 
ARG	0.24025 
TYR	1.04266
VAL	0.55645
PRO	0.34128 
HIS	0.55537 
ASP	0.30525 
PHE	1.17854
THR	0.27538
LYS	0.47106
LEU	0.51207
TRP	0.97588
CYS	0.46169
